domain,path,method,operationId,summary,tags,x_sage_pathtitle,x_sage_professional_only,full_url_example,consumes,produces,source_file
Cash Book,/bank_account_types,GET,GetBankAccountTypes,Bank Account Types,Bank Account Types,Bank account types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bank_account_types,,application/json,cash-book.json
Cash Book,/bank_entry_types,GET,GetBankEntryTypes,Bank Entry Types,Bank Entry Types,Bank entry types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bank_entry_types,,application/json,cash-book.json
Cash Book,/bank_payment,POST,PostBankPayment,Bank Payment,Bank Payment,Bank payment,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bank_payment,application/json,application/json,cash-book.json
Cash Book,/bank_posted_transactions,GET,GetBankPostedTransactions,Bank Posted Transactions,Bank Posted Transactions,Bank posted transactions,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bank_posted_transactions,,application/json,cash-book.json
Cash Book,/bank_posted_transactions/{Id},GET,GetBankPostedTransaction,Bank Posted Transaction,Bank Posted Transactions,Bank posted transaction,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bank_posted_transactions/{Id},,application/json,cash-book.json
Cash Book,/bank_receipt,POST,PostBankReceipt,Bank Receipt,Bank Receipt,Bank receipt,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bank_receipt,application/json,application/json,cash-book.json
Cash Book,/bank_transfer,POST,PostBankTransfer,Bank Transfer,Bank Transfer,Bank transfer,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bank_transfer,application/json,,cash-book.json
Cash Book,/bank_views,GET,GetBankViews,Bank Views,Bank Views,Bank views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bank_views,,application/json,cash-book.json
Cash Book,/banks,GET,GetBanks,Banks,Banks,Banks,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/banks,,application/json,cash-book.json
Cash Book,/banks,POST,PostBank,Banks,Banks,Banks,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/banks,application/json,application/json,cash-book.json
Cash Book,/banks/{Id},DELETE,DeleteBank,Bank,Banks,Bank,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/banks/{Id},,application/json,cash-book.json
Cash Book,/banks/{Id},GET,GetBank,Bank,Banks,Bank,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/banks/{Id},,application/json,cash-book.json
Cash Book,/banks/{Id},PUT,PutBank,Bank,Banks,Bank,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/banks/{Id},application/json,application/json,cash-book.json
Cash Book,/banks/{bankId}/bank_posted_transactions,GET,GetBankPostedTransactionsForBankAccount,Bank Posted Transactions For Bank Account,Bank Posted Transactions,Bank posted transactions for bank account,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/banks/{bankId}/bank_posted_transactions,,application/json,cash-book.json
Cash Book,/cash_book_settings,GET,GetCashBookSettings,Cash Book Settings,Cash Book Settings,Cash Book settings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cash_book_settings,,application/json,cash-book.json
Cash Book,/cash_book_settings/{Id},GET,GetCashBookSetting,Cash Book Setting,Cash Book Settings,Cash Book setting,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cash_book_settings/{Id},,application/json,cash-book.json
Cash Book,/electronic_bank_function_types,GET,GetElectronicBankFunctionTypes,Electronic Bank Function Types,Electronic Bank Function Types,Electronic bank function types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/electronic_bank_function_types,,application/json,cash-book.json
Cash Book,/lookup_banks,GET,GetLookupBanks,Lookup Banks,Lookup Banks,Lookup Banks,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/lookup_banks,,application/json,cash-book.json
Commercials,/confirmation_intent_types,GET,GetConfirmationIntentTypes,Confirmation Intent Types,Confirmation Intent Types,Confirmation Intent Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/confirmation_intent_types,,application/json,commercials.json
Commercials,/intrastat_date_types,GET,GetIntrastatDateTypes,Intrastat Date Types,Intrastat Date Types,Intrastat Date Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/intrastat_date_types,,application/json,commercials.json
Commercials,/intrastat_terms_of_delivery_types,GET,GetIntrastatTermsOfDeliveryTypes,Intrastat Terms Of Delivery Types,Intrastat Terms Of Delivery Types,Intrastat Terms Of Delivery Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/intrastat_terms_of_delivery_types,,application/json,commercials.json
Commercials,/order_return_line_types,GET,GetOrderReturnLineTypes,Order Return Line Types,Order Return Line Types,Order return line types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/order_return_line_types,,application/json,commercials.json
Financials,/account_status_types,GET,GetAccountStatusTypes,Account Status Types,Account Status Types,Account Status Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/account_status_types,,application/json,financials.json
Financials,/aged_balances_ageing_types,GET,GetAgedBalancesAgeingTypes,Aged Balances Ageing Types,Aged Balances Ageing Types,Aged balances ageing types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/aged_balances_ageing_types,,application/json,financials.json
Financials,/allocation_status_types,GET,GetAllocationStatusTypes,Allocation Status Types,Allocation Status Types,Allocation Status Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/allocation_status_types,,application/json,financials.json
Financials,/communication_contact_types,GET,GetCommunicationContactTypes,Communication Contact Types,Communication Contact Types,Communication Contact Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/communication_contact_types,,application/json,financials.json
Financials,/communication_location_types,GET,GetCommunicationLocationTypes,Communication Location Types,Communication Location Types,Communication Location Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/communication_location_types,,application/json,financials.json
Financials,/communication_outcome_types,GET,GetCommunicationOutcomeTypes,Communication Outcome Types,Communication Outcome Types,Communication Outcome Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/communication_outcome_types,,application/json,financials.json
Financials,/communication_style_types,GET,GetCommunicationStyleTypes,Communication Style Types,Communication Style Types,Communication Style Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/communication_style_types,,application/json,financials.json
Financials,/communication_types,GET,GetCommunicationTypes,Communication Types,Communication Types,Communication Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/communication_types,,application/json,financials.json
Financials,/contact_number_types,GET,GetContactNumberTypes,Contact Number Types,Contact Number Types,Contact number types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/contact_number_types,,application/json,financials.json
Financials,/country_codes,GET,GetCountryCodes,Country Codes,Country Codes,Country codes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/country_codes,,application/json,financials.json
Financials,/country_codes/{Id},GET,GetCountryCode,Country Code,Country Codes,Country code,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/country_codes/{Id},,application/json,financials.json
Financials,/credit_bureaus,GET,GetCreditBureaus,Credit Bureaus,Credit Bureaus,Credit bureaus,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/credit_bureaus,,application/json,financials.json
Financials,/credit_bureaus/{Id},GET,GetCreditBureau,Credit Bureau,Credit Bureaus,Credit bureau,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/credit_bureaus/{Id},,application/json,financials.json
Financials,/credit_positions,GET,GetCreditPositions,Credit Positions,Credit Positions,Credit positions,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/credit_positions,,application/json,financials.json
Financials,/credit_positions/{Id},GET,GetCreditPosition,Credit Position,Credit Positions,Credit position,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/credit_positions/{Id},,application/json,financials.json
Financials,/currencies,GET,GetCurrencies,Currencies Collection,Currencies,Currencies Collection,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/currencies,,application/json,financials.json
Financials,/currencies/{Id},GET,GetCurrency,Single Currency Resource,Currencies,Single Currency Resource,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/currencies/{Id},,application/json,financials.json
Financials,/currency_exchange_rates,POST,PostCurrencyExchangeRates,Currency Exchange Rates,Currency Exchange Rates,Currency exchange rates,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/currency_exchange_rates,application/json,application/json,financials.json
Financials,/currency_iso_codes,GET,GetCurrencyISOCodes,Currency ISO Codes,Currency Iso Codes,Currency ISO codes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/currency_iso_codes,,application/json,financials.json
Financials,/currency_iso_codes/{Id},GET,GetCurrencyISOCode,Currency ISO Code,Currency Iso Codes,Currency ISO code,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/currency_iso_codes/{Id},,application/json,financials.json
Financials,/currency_transaction_types,GET,GetCurrencyTransactionTypes,Currency Transaction Types,Currency Transaction Types,Currency Transaction Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/currency_transaction_types,,application/json,financials.json
Financials,/document_layouts,GET,GetDocumentLayouts,Document Layouts,Document Layouts,Document layouts,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/document_layouts,,application/json,financials.json
Financials,/document_layouts/{Id},GET,GetDocumentLayout,Document Layout,Document Layouts,Document layout,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/document_layouts/{Id},,application/json,financials.json
Financials,/document_types,GET,GetDocumentTypes,Document Types,Document Types,Document types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/document_types,,application/json,financials.json
Financials,/document_types/{Id},GET,GetDocumentType,Document Types,Document Types,Document types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/document_types/{Id},,application/json,financials.json
Financials,/exchange_rate_amendability_types,GET,GetExchangeRateAmendabilityTypes,Exchange Rate Amendability Types,Exchange Rate Amendability Types,Exchange rate amendability types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/exchange_rate_amendability_types,,application/json,financials.json
Financials,/exchange_rate_types,GET,GetExchangeRateTypes,Exchange Rate Types,Exchange Rate Types,Exchange Rate Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/exchange_rate_types,,application/json,financials.json
Financials,/financial_report_layout_types,GET,GetFinancialReportLayoutTypes,Financial Report Layout Types,Financial Report Layout Types,Financial report layout types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/financial_report_layout_types,,application/json,financials.json
Financials,/financial_report_layout_views,GET,GetFinancialReportLayoutViews,Financial Report Layout Views,Financial Report Layout Views,Financial report layout views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/financial_report_layout_views,,application/json,financials.json
Financials,/financial_report_row_layout_debit_or_credit_types,GET,GetFinancialReportRowLayoutDebitOrCreditTypes,Financial Report Row Layout Debit Or Credit Types,Financial Report Row Layout Debit Or Credit Types,Financial report row layout debit or credit types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/financial_report_row_layout_debit_or_credit_types,,application/json,financials.json
Financials,/financial_report_row_layout_position_types,GET,GetFinancialReportRowLayoutPositionTypes,Financial Report Row Layout Position Types,Financial Report Row Layout Position Types,Financial report row layout position types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/financial_report_row_layout_position_types,,application/json,financials.json
Financials,/financial_report_row_line_types,GET,GetFinancialReportRowLineTypes,Financial Report Row Line Types,Financial Report Row Line Types,Financial report row line types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/financial_report_row_line_types,,application/json,financials.json
Financials,/financial_year_period_views,GET,GetFinancialYearPeriodViews,Financial Year Period Views,Financial Year Period Views,Financial year period views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/financial_year_period_views,,application/json,financials.json
Financials,/tax_account_entry_types,GET,GetTaxAccountEntryLocationTypes,Tax Account Entry Location Types,Tax Account Entry Types,Tax account entry location types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/tax_account_entry_types,,application/json,financials.json
Financials,/tax_codes,GET,GetTaxCodes,Tax Codes,Tax Codes,Tax codes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/tax_codes,,application/json,financials.json
Financials,/tax_codes/{Id},GET,GetTaxCode,Tax Code,Tax Codes,Tax code,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/tax_codes/{Id},,application/json,financials.json
Financials,/trader_account_types,GET,GetTraderAccountTypes,Trader Account Types,Trader Account Types,Trader Account Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/trader_account_types,,application/json,financials.json
Financials,/trader_contact_roles,GET,GetTraderContactRoles,Trader Contact Roles,Trader Contact Roles,Trader contact roles,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/trader_contact_roles,,application/json,financials.json
Financials,/trader_contact_roles/{Id},GET,GetTraderContactRole,Trader Contact Role,Trader Contact Roles,Trader contact role,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/trader_contact_roles/{Id},,application/json,financials.json
Financials,/trader_location_types,GET,GetTraderLocationTypes,Trader Location Types,Trader Location Types,Trader location types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/trader_location_types,,application/json,financials.json
Financials,/trader_payment_terms,GET,GetTraderPaymentTerms,Trader Payment Terms,Trader Payment Terms,Trader payment terms,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/trader_payment_terms,,application/json,financials.json
Financials,/trader_transaction_types,GET,GetTraderTransactionTypes,Trader Transaction Types,Trader Transaction Types,Trader transaction types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/trader_transaction_types,,application/json,financials.json
Financials,/trading_revaluation_allocation_entry_types,GET,GetTradingRevaluationAllocationEntryTypes,Tax Account Entry Location Types,Trading Revaluation Allocation Entry Types,Tax account entry location types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/trading_revaluation_allocation_entry_types,,application/json,financials.json
General,/accounting_period_validation_types,GET,GetAccountingPeriodValidationTypes,Accounting Period Validation Types,Accounting Period Validation Types,Accounting Period Validation Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/accounting_period_validation_types,,application/json,general.json
General,/analysis_code_mappings,GET,GetAnalysisCodeMappings,Analysis Code Mappings,Analysis Code Mappings,Analysis code mappings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/analysis_code_mappings,,application/json,general.json
General,/analysis_code_mappings/{Id},GET,GetAnalysisCodeMapping,Analysis Code Mapping,Analysis Code Mappings,Analysis code mapping,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/analysis_code_mappings/{Id},,application/json,general.json
General,/company_details,GET,GetCompanyDetails,Company Details,Company Details,Company details,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/company_details,,application/json,general.json
General,/company_details/{Id},GET,GetCompanyDetail,Company Details,Company Details,Company details,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/company_details/{Id},,application/json,general.json
General,/company_details/{Id},PUT,PutCompanyDetail,Company Details,Company Details,Company details,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/company_details/{Id},application/json,application/json,general.json
General,/configurable_terms,GET,GetConfigurableTerms,Configurable Terms For The Application,Configurable Terms,Configurable terms for the application,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/configurable_terms,application/json,application/json,general.json
General,/couriers,GET,GetCouriers,Couriers,Couriers,Couriers,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/couriers,,application/json,general.json
General,/couriers,POST,PostCouriers,Couriers,Couriers,Couriers,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/couriers,application/json,application/json,general.json
General,/couriers,PUT,PutCouriers,Couriers,Couriers,Couriers,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/couriers,application/json,application/json,general.json
General,/couriers/{Id},DELETE,DeleteCourier,Courier,Couriers,Courier,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/couriers/{Id},,application/json,general.json
General,/couriers/{Id},GET,GetCourier,Courier,Couriers,Courier,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/couriers/{Id},,application/json,general.json
General,/couriers/{Id},PUT,PutCourier,Courier,Couriers,Courier,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/couriers/{Id},application/json,application/json,general.json
General,/current_user,GET,GetCurrentUser,Current User,Current User,Current_user,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/current_user,,application/json,general.json
General,/flow_states,GET,GetFlowStates,Flow States,Flow States,Flow states,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/flow_states,,application/json,general.json
General,/flow_states,POST,PostFlowState,Flow States,Flow States,Flow states,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/flow_states,,application/json,general.json
General,/flow_states/{Id},DELETE,DeleteFlowState,Flow State,Flow States,Flow state,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/flow_states/{Id},,application/json,general.json
General,/flow_states/{Id},GET,GetFlowState,Flow State,Flow States,Flow state,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/flow_states/{Id},,application/json,general.json
General,/flow_states/{Id},PUT,PutFlowState,Flow State,Flow States,Flow state,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/flow_states/{Id},application/json,application/json,general.json
General,/ledger_types,GET,GetLedgerTypes,Ledger Types,Ledger Types,Ledger types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/ledger_types,,application/json,general.json
General,/licence,GET,Licence,Licence For The Application,Licence,Licence for the application,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/licence,application/json,application/json,general.json
General,/pending_emails,GET,GetPendingEmails,Pending Emails,Pending Emails,Pending Emails,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/pending_emails,,application/json,general.json
General,/pending_emails,POST,PostPendingEmail,Pending Emails,Pending Emails,Pending Emails,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/pending_emails,,application/json,general.json
General,/pending_emails/{Id},DELETE,DeletePendingEmail,Pending Email,Pending Emails,Pending Email,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/pending_emails/{Id},,application/json,general.json
General,/pending_emails/{Id},GET,GetPendingEmail,Pending Email,Pending Emails,Pending Email,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/pending_emails/{Id},,application/json,general.json
General,/pending_emails/{Id},PUT,PutPendingEmail,Pending Email,Pending Emails,Pending Email,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/pending_emails/{Id},application/json,application/json,general.json
General,/salutations,GET,GetSalutations,Salutations,Salutations,Salutations,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/salutations,,application/json,general.json
General,/salutations/{Id},GET,GetSalutation,Salutation,Salutations,Salutation,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/salutations/{Id},,application/json,general.json
General,/sites,GET,GetSites,Sites,Sites,Sites,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sites,,application/json,general.json
General,/system_settings,GET,GetSystemSettings,System Settings,System Settings,System settings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/system_settings,,application/json,general.json
General,/system_settings/{Id},GET,GetSystemSetting,System Setting,System Settings,System setting,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/system_settings/{Id},,application/json,general.json
General,/system_settings/{Id},PUT,PutSystemSetting,System Setting,System Settings,System setting,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/system_settings/{Id},application/json,application/json,general.json
General,/time_unit_types,GET,GetTimeUnitTypes,Time Unit Types,Time Unit Types,Time unit types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/time_unit_types,,application/json,general.json
General,/transaction_date_validation,POST,PostTransactionDateValidation,Transaction Date Validation,Transaction Date Validation,Transaction_date_validation,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/transaction_date_validation,application/json,application/json,general.json
General,/transaction_date_validation_classifications,GET,GetTransactionDateValidationClassifications,Transaction Date Validation Classifications,Transaction Date Validation Classifications,Transaction Date Validation Classifications,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/transaction_date_validation_classifications,,application/json,general.json
General,/transaction_date_validation_types,GET,GetTransactionDateValidationTypes,Transaction Date Validation Types,Transaction Date Validation Types,Transaction Date Validation Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/transaction_date_validation_types,,application/json,general.json
General,/update_modes,GET,GetUpdateModes,Update Modes,Update Modes,Update modes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/update_modes,,application/json,general.json
General,/users,GET,GetUsers,Users,Users,Users,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/users,,application/json,general.json
General,/users/{Id},GET,GetUser,User,Users,User,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/users/{Id},,application/json,general.json
Nominal,/consolidated_nominal_codes,GET,GetConsolidatedNominalCodes,Consolidated Nominal Codes,Consolidated Nominal Codes,Consolidated Nominal codes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/consolidated_nominal_codes,,application/json,nominal.json
Nominal,/consolidated_nominal_codes/{Id},GET,GetConsolidatedNominalCode,Consolidated Nominal Code,Consolidated Nominal Codes,Consolidated nominal code,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/consolidated_nominal_codes/{Id},,application/json,nominal.json
Nominal,/control_nominal_code_types,GET,GetControlNominalCodeTypes,Control Nominal Code Types,Control Nominal Code Types,Control nominal code types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/control_nominal_code_types,,application/json,nominal.json
Nominal,/control_nominal_codes,GET,GetControlNominalCodes,Control (Default) Nominal Codes,Control Nominal Codes,Control (Default) Nominal Codes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/control_nominal_codes,,application/json,nominal.json
Nominal,/control_nominal_codes/{Id},GET,GetControlNominalCode,Control (Default) Nominal Code,Control Nominal Codes,Control (Default) Nominal Code,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/control_nominal_codes/{Id},,application/json,nominal.json
Nominal,/cost_centres,GET,GetCostCentres,Cost Centres,Cost Centres,Cost centres,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cost_centres,,application/json,nominal.json
Nominal,/cost_centres,POST,PostCostCentre,Cost Centres,Cost Centres,Cost centres,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cost_centres,application/json,application/json,nominal.json
Nominal,/cost_centres,PUT,PutCostCentres,Cost Centres,Cost Centres,Cost centres,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cost_centres,application/json,application/json,nominal.json
Nominal,/cost_centres/{Id},DELETE,DeleteCostCentre,Cost Centre,Cost Centres,Cost centre,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cost_centres/{Id},,application/json,nominal.json
Nominal,/cost_centres/{Id},GET,GetCostCentre,Cost Centre,Cost Centres,Cost centre,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cost_centres/{Id},,application/json,nominal.json
Nominal,/cost_centres/{Id},PUT,PutCostCentre,Cost Centre,Cost Centres,Cost centre,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cost_centres/{Id},application/json,application/json,nominal.json
Nominal,/departments,GET,GetDepartments,Departments,Departments,Departments,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/departments,,application/json,nominal.json
Nominal,/departments,POST,PostDepartment,Departments,Departments,Departments,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/departments,application/json,application/json,nominal.json
Nominal,/departments,PUT,PutDepartments,Departments,Departments,Departments,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/departments,application/json,application/json,nominal.json
Nominal,/departments/{Id},DELETE,DeleteDepartment,Department,Departments,Department,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/departments/{Id},,application/json,nominal.json
Nominal,/departments/{Id},GET,GetDepartment,Department,Departments,Department,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/departments/{Id},,application/json,nominal.json
Nominal,/departments/{Id},PUT,PutDepartment,Department,Departments,Department,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/departments/{Id},application/json,application/json,nominal.json
Nominal,/lookup_nominal_codes,GET,GetLookupNominalCodes,Lookup Nominal Codes,Lookup Nominal Codes,Lookup Nominal Codes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/lookup_nominal_codes,,application/json,nominal.json
Nominal,/nominal_account_entry_location_types,GET,GetNominalAccountEntryLocationTypes,Nominal Account Entry Location Types,Nominal Account Entry Location Types,Nominal account entry location types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_account_entry_location_types,,application/json,nominal.json
Nominal,/nominal_account_types,GET,GetNominalAccountTypes,Nominal Account Types,Nominal Account Types,Nominal account types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_account_types,,application/json,nominal.json
Nominal,/nominal_budget_profiles,GET,GetNominalBudgetProfiles,Nominal Budget Profiles,Nominal Budget Profiles,Nominal budget profiles,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_budget_profiles,,application/json,nominal.json
Nominal,/nominal_budget_profiles/{Id},GET,GetNominalBudgetProfile,Nominal Budget Profile,Nominal Budget Profiles,Nominal budget profile,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_budget_profiles/{Id},,application/json,nominal.json
Nominal,/nominal_budget_types,GET,GetNominalBudgetTypes,Nominal Budget Types,Nominal Budget Types,Nominal budget types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_budget_types,,application/json,nominal.json
Nominal,/nominal_code_memos,GET,GetNominalCodeMemos,Nominal Code Memos,Nominal Code Memos,Nominal code memos,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_code_memos,,application/json,nominal.json
Nominal,/nominal_code_memos,POST,PostNominalCodeMemo,Nominal Code Memos,Nominal Code Memos,Nominal code memos,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_code_memos,application/json,application/json,nominal.json
Nominal,/nominal_code_memos/{Id},DELETE,DeleteNominalCodeMemo,Nominal Code Memo,Nominal Code Memos,Nominal code memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_code_memos/{Id},,application/json,nominal.json
Nominal,/nominal_code_memos/{Id},GET,GetNominalCodeMemo,Nominal Code Memo,Nominal Code Memos,Nominal code memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_code_memos/{Id},,application/json,nominal.json
Nominal,/nominal_code_memos/{Id},PUT,PutNominalCodeMemo,Nominal Code Memo,Nominal Code Memos,Nominal code memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_code_memos/{Id},application/json,application/json,nominal.json
Nominal,/nominal_code_views,GET,GetNominalCodeViews,Nominal Code Views,Nominal Code Views,Nominal code views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_code_views,,application/json,nominal.json
Nominal,/nominal_codes,GET,GetNominalCodes,Nominal Codes,Nominal Codes,Nominal codes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_codes,,application/json,nominal.json
Nominal,/nominal_codes,POST,PostNominalCode,Nominal Codes,Nominal Codes,Nominal codes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_codes,application/json,application/json,nominal.json
Nominal,/nominal_codes/{Id},DELETE,DeleteNominalCode,Nominal Code,Nominal Codes,Nominal code,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_codes/{Id},,application/json,nominal.json
Nominal,/nominal_codes/{Id},GET,GetNominalCode,Nominal Code,Nominal Codes,Nominal code,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_codes/{Id},,application/json,nominal.json
Nominal,/nominal_codes/{Id},PUT,PutNominalCode,Nominal Code,Nominal Codes,Nominal code,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/nominal_codes/{Id},application/json,application/json,nominal.json
