domain,path,method,operationId,summary,tags,x_sage_pathtitle,x_sage_professional_only,full_url_example,consumes,produces,source_file
Price Book,/customer_price_bands,GET,GetCustomerPriceBands,Customer Price Bands,Customer Price Bands,Customer price bands,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/customer_price_bands,,application/json,price-book.json
Price Book,/customer_price_bands/{Id},GET,GetCustomerPriceBand,Customer Price Band,Customer Price Bands,Customer price band,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/customer_price_bands/{Id},,application/json,price-book.json
Price Book,/discount_or_surcharge_types,GET,GetDiscountOrSurchargeTypes,Discount Or Surcharge Types,Discount Or Surcharge Types,Discount or surcharge types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/discount_or_surcharge_types,,application/json,price-book.json
Price Book,/flat_rate_or_quantity_break_types,GET,GetFlatRateOrQuantityBreakTypes,Flat Rate Or Quantity Break Types,Flat Rate Or Quantity Break Types,Flat rate or quantity break types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/flat_rate_or_quantity_break_types,,application/json,price-book.json
Price Book,/order_value_discounts,GET,GetOrderValueDiscounts,Order Value Discounts,Order Value Discounts,Order Value Discounts,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/order_value_discounts,,application/json,price-book.json
Price Book,/order_value_discounts/{Id},GET,GetOrderValueDiscount,Order Value Discount,Order Value Discounts,Order Value Discount,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/order_value_discounts/{Id},,application/json,price-book.json
Price Book,/price_band_types,GET,GetPriceBandTypes,Price Band Types,Price Band Types,Price band types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/price_band_types,,application/json,price-book.json
Price Book,/price_bands,GET,GetPriceBands,Price Bands,Price Bands,Price bands,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/price_bands,,application/json,price-book.json
Price Book,/price_bands/{Id},GET,GetPriceBand,Price Band,Price Bands,Price band,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/price_bands/{Id},,application/json,price-book.json
Price Book,/price_book_settings,GET,GetPriceBookSettings,Price Book Settings,Price Book Settings,Price Book settings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/price_book_settings,,application/json,price-book.json
Price Book,/price_book_settings/{Id},GET,GetPriceBookSetting,Price Book Setting,Price Book Settings,Price Book setting,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/price_book_settings/{Id},,application/json,price-book.json
Price Book,/pricing_types,GET,GetPricingTypes,Pricing Types,Pricing Types,Pricing types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/pricing_types,,application/json,price-book.json
Price Book,/product_price_views,GET,GetProductPriceViews,Product Price Views,Product Price Views,Product price views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_price_views,,application/json,price-book.json
Price Book,/source_of_price_types,GET,GetSourceOfPriceTypes,Source Of Price Types,Source Of Price Types,Source of price types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/source_of_price_types,,application/json,price-book.json
Purchases,/authorisation_types,GET,GetAuthorisationTypes,Authorisation Types,Authorisation Types,Authorisation Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/authorisation_types,,application/json,purchases.json
Purchases,/factor_houses,GET,GetFactorHouses,Factor Houses,Factor Houses,Factor houses,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/factor_houses,,application/json,purchases.json
Purchases,/factor_houses/{Id},GET,GetFactorHouse,Factor House,Factor Houses,Factor house,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/factor_houses/{Id},,application/json,purchases.json
Purchases,/lookup_suppliers,GET,GetLookupSuppliers,Lookup Suppliers,Lookup Suppliers,Lookup Suppliers,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/lookup_suppliers,,application/json,purchases.json
Purchases,/payment_groups,GET,GetPaymentGroups,Payment Groups,Payment Groups,Payment groups,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/payment_groups,,application/json,purchases.json
Purchases,/payment_groups/{Id},GET,GetPaymentGroup,Payment Group,Payment Groups,Payment group,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/payment_groups/{Id},,application/json,purchases.json
Purchases,/payment_groups/{Id},PUT,PutPaymentGroup,Payment Group,Payment Groups,Payment group,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/payment_groups/{Id},application/json,application/json,purchases.json
Purchases,/payment_types,GET,GetPaymentGroupPaymentTypes,Payment Group Payment Types,Payment Types,Payment group payment types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/payment_types,,application/json,purchases.json
Purchases,/purchase_aged_creditor_detailed_views,GET,GetPurchaseAgedCreditorDetailedViews,Purchase Aged Creditor Detailed Views,Purchase Aged Creditor Detailed Views,Purchase aged creditor detailed views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_aged_creditor_detailed_views,,application/json,purchases.json
Purchases,/purchase_aged_creditor_summary_views,GET,GetPurchaseAgedCreditorSummaryViews,Purchase Aged Creditor Summary Views,Purchase Aged Creditor Summary Views,Purchase aged creditor summary views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_aged_creditor_summary_views,,application/json,purchases.json
Purchases,/purchase_authorisations/{Id},GET,GetPurchaseAuthorisation,Purchase Authorisation,Purchase Authorisations,Purchase Authorisation,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_authorisations/{Id},,application/json,purchases.json
Purchases,/purchase_authorisations/{Id},PUT,PutPurchaseAuthorisation,Purchase Authorisation,Purchase Authorisations,Purchase Authorisation,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_authorisations/{Id},application/json,application/json,purchases.json
Purchases,/purchase_credit_notes,POST,PostPurchaseCreditNote,Purchase Credit Notes,Purchase Credit Notes,Purchase credit notes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_credit_notes,application/json,application/json,purchases.json
Purchases,/purchase_credit_notes_new,POST,PostPurchaseCreditNotesNew,Purchase Credit Notes New,Purchase Credit Notes,Purchase Credit Notes New,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_credit_notes_new,application/json,application/json,purchases.json
Purchases,/purchase_invoices,POST,PostPurchaseInvoice,Purchase Invoices,Purchase Invoices,Purchase invoices,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_invoices,application/json,application/json,purchases.json
Purchases,/purchase_invoices_new,POST,PostPurchaseInvoicesNew,Purchase Invoices New,Purchase Invoices,Purchase Invoices New,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_invoices_new,application/json,application/json,purchases.json
Purchases,/purchase_ledger_settings,GET,GetPurchaseLedgerSettings,Purchase Ledger Settings,Purchase Ledger Settings,Purchase Ledger settings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_ledger_settings,,application/json,purchases.json
Purchases,/purchase_ledger_settings/{Id},GET,GetPurchaseLedgerSetting,Purchase Ledger Setting,Purchase Ledger Settings,Purchase Ledger setting,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_ledger_settings/{Id},,application/json,purchases.json
Purchases,/purchase_ledger_settings/{Id},PUT,PutPurchaseLedgerSetting,Purchase Ledger Setting,Purchase Ledger Settings,Purchase Ledger setting,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_ledger_settings/{Id},application/json,application/json,purchases.json
Purchases,/purchase_payments,POST,PostPurchasePayment,Purchase Payments,Purchase Payments,Purchase Payments,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_payments,application/json,application/json,purchases.json
Purchases,/purchase_posted_transaction_memos,GET,GetPurchasePostedTransactionMemos,Purchase Posted Transaction Memos,Purchase Posted Transaction Memos,Purchase posted transaction memos,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transaction_memos,,application/json,purchases.json
Purchases,/purchase_posted_transaction_memos,POST,PostPurchasePostedTransactionMemo,Purchase Posted Transaction Memos,Purchase Posted Transaction Memos,Purchase posted transaction memos,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transaction_memos,application/json,application/json,purchases.json
Purchases,/purchase_posted_transaction_memos/{Id},DELETE,DeletePurchasePostedTransactionMemo,Purchase Posted Transaction Memo,Purchase Posted Transaction Memos,Purchase posted transaction memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transaction_memos/{Id},,application/json,purchases.json
Purchases,/purchase_posted_transaction_memos/{Id},GET,GetPurchasePostedTransactionMemo,Purchase Posted Transaction Memo,Purchase Posted Transaction Memos,Purchase posted transaction memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transaction_memos/{Id},,application/json,purchases.json
Purchases,/purchase_posted_transaction_memos/{Id},PUT,PutPurchasePostedTransactionMemo,Purchase Posted Transaction Memo,Purchase Posted Transaction Memos,Purchase posted transaction memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transaction_memos/{Id},application/json,application/json,purchases.json
Purchases,/purchase_posted_transactions,GET,GetPurchasePostedTransactions,Purchase Posted Transactions,Purchase Posted Transactions,Purchase posted transactions,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transactions,,application/json,purchases.json
Purchases,/purchase_posted_transactions/{Id},GET,GetPurchasePostedTransaction,Purchase Posted Transaction,Purchase Posted Transactions,Purchase posted transaction,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transactions/{Id},,application/json,purchases.json
Purchases,/purchase_posted_transactions/{Id},PUT,PutPurchasePostedTransaction,Purchase Posted Transaction,Purchase Posted Transactions,Purchase posted transaction,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transactions/{Id},application/json,application/json,purchases.json
Purchases,/purchase_posted_transactions/{transactionId}/purchase_posted_transaction_memos,GET,GetMemosForPurchasePostedTransaction,Purchase Posted Transaction Memos For Purchase Posted Transaction,Purchase Posted Transaction Memos,Purchase posted transaction memos for purchase posted transaction,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_posted_transactions/{transactionId}/purchase_posted_transaction_memos,,application/json,purchases.json
Purchases,/purchase_receipts,POST,PostPurchaseReceipt,Purchase Receipts,Purchase Receipts,Purchase Receipts,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_receipts,application/json,application/json,purchases.json
Purchases,/purchase_trading_periods,GET,GetPurchaseTradingPeriods,Purchase Trading Periods,Purchase Trading Periods,Purchase trading periods,TRUE,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_trading_periods,,application/json,purchases.json
Purchases,/purchase_trading_periods/{Id},GET,GetPurchaseTradingPeriod,Purchase Trading Period,Purchase Trading Periods,Purchase trading period,TRUE,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_trading_periods/{Id},,application/json,purchases.json
Purchases,/purchase_transaction_enquiry_views,GET,GetPurchaseTransactionEnquiryViews,Purchase Transaction Enquiry Views,Purchase Transaction Enquiry Views,Purchase transaction enquiry views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_transaction_enquiry_views,,application/json,purchases.json
Purchases,/purchase_transaction_enquiry_views/{Id},GET,GetPurchaseTransactionEnquiryView,Purchase Transaction Enquiry View,Purchase Transaction Enquiry Views,Purchase transaction enquiry view,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_transaction_enquiry_views/{Id},,application/json,purchases.json
Purchases,/purchase_transaction_views,GET,GetPurchaseTransactionViews,Purchase Transaction Views,Purchase Transaction Views,Purchase transaction views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/purchase_transaction_views,,application/json,purchases.json
Purchases,/sage_payments_supplier_status_types,GET,GetSagePaymentsSupplierStatusTypes,Sage Payments Supplier Status Types,Sage Payments Supplier Status Types,Sage Payments Supplier Status Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sage_payments_supplier_status_types,,application/json,purchases.json
Purchases,/supplier_contact_roles,GET,GetSupplierContactRoles,Supplier Contact Roles,Supplier Contact Roles,Supplier contact roles,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contact_roles,,application/json,purchases.json
Purchases,/supplier_contact_roles/{Id},GET,GetSupplierContactRole,Supplier Contact Role,Supplier Contact Roles,Supplier contact role,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contact_roles/{Id},,application/json,purchases.json
Purchases,/supplier_contacts,GET,GetSupplierContact,Supplier Contacts,Supplier Contacts,Supplier contacts,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts,,application/json,purchases.json
Purchases,/supplier_contacts/{Id},DELETE,DeleteSupplierContact,Supplier Contact,Supplier Contacts,Supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{Id},GET,GetSupplierContacts,Supplier Contact,Supplier Contacts,Supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{Id},PUT,PutSupplierContact,Supplier Contact,Supplier Contacts,Supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{Id},application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_contact_roles,GET,GetSupplierContactRolesForSupplierContact,Supplier Contact Roles By Contact,Supplier Contact Roles,Supplier contact roles by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_contact_roles,,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_emails,GET,GetSupplierEmailsForSupplierContact,Supplier Emails By Contact,Supplier Emails,Supplier emails by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_emails,,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_emails,POST,PostSupplierEmailForSupplierContact,Supplier Emails By Contact,Supplier Emails,Supplier emails by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_emails,application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_emails/{Id},DELETE,DeleteSupplierEmailForSupplierContact,Supplier Email For Supplier Contact,Supplier Emails,Supplier email for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_emails/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_emails/{Id},GET,GetSupplierEmailForSupplierContact,Supplier Email For Supplier Contact,Supplier Emails,Supplier email for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_emails/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_emails/{Id},PUT,PutSupplierEmailForSupplierContact,Supplier Email For Supplier Contact,Supplier Emails,Supplier email for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_emails/{Id},application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_faxes,GET,GetSupplierFaxesForSupplierContact,Supplier Faxes By Contact,Supplier Faxes,Supplier faxes by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_faxes,,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_faxes,POST,PostSupplierFaxForSupplierContact,Supplier Faxes By Contact,Supplier Faxes,Supplier faxes by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_faxes,application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_faxes/{Id},DELETE,DeleteSupplierFaxForSupplierContact,Supplier Fax For Supplier Contact,Supplier Faxes,Supplier fax for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_faxes/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_faxes/{Id},GET,GetSupplierFaxForSupplierContact,Supplier Fax For Supplier Contact,Supplier Faxes,Supplier fax for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_faxes/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_faxes/{Id},PUT,PutSupplierFaxForSupplierContact,Supplier Fax For Supplier Contact,Supplier Faxes,Supplier fax for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_faxes/{Id},application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_mobiles,GET,GetSupplierMobilesForSupplierContact,Supplier Mobiles By Contact,Supplier Mobiles,Supplier mobiles by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_mobiles,,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_mobiles,POST,PostSupplierMobileForSupplierContact,Supplier Mobiles By Contact,Supplier Mobiles,Supplier mobiles by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_mobiles,application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_mobiles/{Id},DELETE,DeleteSupplierMobileForSupplierContact,Supplier Mobile For Supplier Contact,Supplier Mobiles,Supplier mobile for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_mobiles/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_mobiles/{Id},GET,GetSupplierMobileForSupplierContact,Supplier Mobile For Supplier Contact,Supplier Mobiles,Supplier mobile for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_mobiles/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_mobiles/{Id},PUT,PutSupplierMobileForSupplierContact,Supplier Mobile For Supplier Contact,Supplier Mobiles,Supplier mobile for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_mobiles/{Id},application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_telephones,GET,GetSupplierTelephonesForSupplierContact,Supplier Telephones By Contact,Supplier Telephones,Supplier telephones by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_telephones,,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_telephones,POST,PostSupplierTelephoneForSupplierContact,Supplier Telephones By Contact,Supplier Telephones,Supplier telephones by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_telephones,application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_telephones/{Id},DELETE,DeleteSupplierTelephoneForSupplierContact,Supplier Telephone For Supplier Contact,Supplier Telephones,Supplier telephone for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_telephones/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_telephones/{Id},GET,GetSupplierTelephoneForSupplierContact,Supplier Telephone For Supplier Contact,Supplier Telephones,Supplier telephone for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_telephones/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_telephones/{Id},PUT,PutSupplierTelephoneForSupplierContact,Supplier Telephone For Supplier Contact,Supplier Telephones,Supplier telephone for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_telephones/{Id},application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_websites,GET,GetSupplierWebsitesForSupplierContact,Supplier Websites By Contact,Supplier Websites,Supplier websites by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_websites,,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_websites,POST,PostSupplierWebsiteForSupplierContact,Supplier Websites By Contact,Supplier Websites,Supplier websites by contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_websites,application/json,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_websites/{Id},DELETE,DeleteSupplierWebsiteForSupplierContact,Supplier Website For Supplier Contact,Supplier Websites,Supplier website for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_websites/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_websites/{Id},GET,GetSupplierWebsiteForSupplierContact,Supplier Website For Supplier Contact,Supplier Websites,Supplier website for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_websites/{Id},,application/json,purchases.json
Purchases,/supplier_contacts/{supplierContactId}/supplier_websites/{Id},PUT,PutSupplierWebsiteForSupplierContact,Supplier Website For Supplier Contact,Supplier Websites,Supplier website for supplier contact,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_contacts/{supplierContactId}/supplier_websites/{Id},application/json,application/json,purchases.json
Purchases,/supplier_emails,GET,GetSupplierEmails,Supplier Emails,Supplier Emails,Supplier emails,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_emails,,application/json,purchases.json
Purchases,/supplier_emails/{Id},DELETE,DeleteSupplierEmail,Supplier Email,Supplier Emails,Supplier email,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_emails/{Id},,application/json,purchases.json
Purchases,/supplier_emails/{Id},GET,GetSupplierEmail,Supplier Email,Supplier Emails,Supplier email,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_emails/{Id},,application/json,purchases.json
Purchases,/supplier_emails/{Id},PUT,PutSupplierEmail,Supplier Email,Supplier Emails,Supplier email,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_emails/{Id},application/json,application/json,purchases.json
Purchases,/supplier_faxes,GET,GetSupplierFaxes,Supplier Faxes,Supplier Faxes,Supplier faxes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_faxes,,application/json,purchases.json
Purchases,/supplier_faxes/{Id},DELETE,DeleteSupplierFax,Supplier Fax,Supplier Faxes,Supplier fax,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_faxes/{Id},,application/json,purchases.json
Purchases,/supplier_faxes/{Id},GET,GetSupplierFax,Supplier Fax,Supplier Faxes,Supplier fax,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_faxes/{Id},,application/json,purchases.json
Purchases,/supplier_faxes/{Id},PUT,PutSupplierFax,Supplier Fax,Supplier Faxes,Supplier fax,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_faxes/{Id},application/json,application/json,purchases.json
Purchases,/supplier_memos,GET,GetSupplierMemos,Supplier Memos,Supplier Memos,Supplier memos,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_memos,,application/json,purchases.json
Purchases,/supplier_memos,POST,PostSupplierMemo,Supplier Memos,Supplier Memos,Supplier memos,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_memos,application/json,application/json,purchases.json
Purchases,/supplier_memos/{Id},DELETE,DeleteSupplierMemo,Supplier Memo,Supplier Memos,Supplier memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_memos/{Id},,application/json,purchases.json
Purchases,/supplier_memos/{Id},GET,GetSupplierMemo,Supplier Memo,Supplier Memos,Supplier memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_memos/{Id},,application/json,purchases.json
Purchases,/supplier_memos/{Id},PUT,PutSupplierMemo,Supplier Memo,Supplier Memos,Supplier memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_memos/{Id},application/json,application/json,purchases.json
Purchases,/supplier_mobiles,GET,GetSupplierMobiles,Supplier Mobiles,Supplier Mobiles,Supplier mobiles,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_mobiles,,application/json,purchases.json
Purchases,/supplier_mobiles/{Id},DELETE,DeleteSupplierMobile,Supplier Mobile,Supplier Mobiles,Supplier mobile,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_mobiles/{Id},,application/json,purchases.json
Purchases,/supplier_mobiles/{Id},GET,GetSupplierMobile,Supplier Mobile,Supplier Mobiles,Supplier mobile,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_mobiles/{Id},,application/json,purchases.json
Purchases,/supplier_mobiles/{Id},PUT,PutSupplierMobile,Supplier Mobile,Supplier Mobiles,Supplier mobile,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_mobiles/{Id},application/json,application/json,purchases.json
Purchases,/supplier_period_value_views,GET,GetSupplierPeriodValueViews,Supplier Period Value Views,Supplier Period Value Views,Supplier period value views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_period_value_views,,application/json,purchases.json
Purchases,/supplier_telephones,GET,GetSupplierTelephones,Supplier Telephones,Supplier Telephones,Supplier telephones,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_telephones,,application/json,purchases.json
Purchases,/supplier_telephones/{Id},DELETE,DeleteSupplierTelephone,Supplier Telephone,Supplier Telephones,Supplier telephone,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_telephones/{Id},,application/json,purchases.json
Purchases,/supplier_telephones/{Id},GET,GetSupplierTelephone,Supplier Telephone,Supplier Telephones,Supplier telephone,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_telephones/{Id},,application/json,purchases.json
Purchases,/supplier_telephones/{Id},PUT,PutSupplierTelephone,Supplier Telephone,Supplier Telephones,Supplier telephone,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_telephones/{Id},application/json,application/json,purchases.json
Purchases,/supplier_views,GET,GetSupplierViews,Supplier Views,Supplier Views,Supplier views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_views,,application/json,purchases.json
Purchases,/supplier_websites,GET,GetSupplierWebsites,Supplier Websites,Supplier Websites,Supplier websites,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_websites,,application/json,purchases.json
Purchases,/supplier_websites/{Id},DELETE,DeleteSupplierWebsite,Supplier Website,Supplier Websites,Supplier website,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_websites/{Id},,application/json,purchases.json
Purchases,/supplier_websites/{Id},GET,GetSupplierWebsite,Supplier Website,Supplier Websites,Supplier website,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_websites/{Id},,application/json,purchases.json
Purchases,/supplier_websites/{Id},PUT,PutSupplierWebsite,Supplier Website,Supplier Websites,Supplier website,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_websites/{Id},application/json,application/json,purchases.json
Purchases,/supplier_year_value_views,GET,GetSupplierYearValueViews,Supplier Year Value Views,Supplier Year Value Views,Supplier year value views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/supplier_year_value_views,,application/json,purchases.json
Purchases,/suppliers,GET,GetSuppliers,Suppliers,Suppliers,Suppliers,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/suppliers,,application/json,purchases.json
